,DataSet,ID,Chamber,ClimateTreatment,WaterStatus,Variety,Ploidy,Month,Tiller,BiomassGrowthRate,HeightGrowthRate,Left-Right,Inner-Outer
728,CF,88,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,July,9,0.17653571,1.446428571,1,1
729,CF,89,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,30,0.14664286,1.464285714,2,1
730,CF,90,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,30,0.06839286,1.232142857,2,2
731,CF,91,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,4,0.01492857,1.017857143,2,2
732,CF,92,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,9,0.31760714,1.660714286,2,2
733,CF,93,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,18,0.47535714,2.125,2,2
734,CF,94,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,July,39,0.96296429,2.107142857,2,2
735,CF,95,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,17,0.54803571,1.982142857,2,2
736,CF,96,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,July,12,0.256,1.482142857,2,2
737,CF,97,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,12,0.613,2.035714286,3,1
738,CF,98,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,9,0.09292857,1.107142857,3,2
739,CF,99,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,14,0.45714286,1.767857143,3,3
740,CF,100,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,27,0.78164286,1.821428571,3,3
741,CF,101,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,23,0.78796429,2.053571429,3,3
742,CF,102,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,44,0.7985,2.107142857,3,3
743,CF,103,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,17,0.59332143,2.196428571,3,3
744,CF,104,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,37,0.99307143,2.017857143,3,3
745,CF,105,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,6,0.10217857,1.678571429,4,1
746,CF,106,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,July,11,0.07903571,0.982142857,4,2
747,CF,107,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,12,0.04592857,1.089285714,4,3
748,CF,108,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,2,0.01264286,1.035714286,4,4
749,CF,109,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,11,0.04692857,1.267857143,4,4
750,CF,110,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,14,0.57196429,1.517857143,4,4
751,CF,111,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,July,6,0.10014286,1.071428571,4,4
752,CF,112,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,10,0.03464286,1.053571429,4,4
753,CF,113,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,21,0.11807143,1.732142857,5,1
754,CF,114,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,8,0.07146429,1.232142857,5,2
755,CF,115,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,July,29,0.73296429,1.732142857,5,3
756,CF,116,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,12,0.27021429,1.964285714,5,4
757,CF,117,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,9,0.06753571,1.303571429,6,1
758,CF,118,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,12,0.50275,2.125,6,2
759,CF,119,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,July,30,1.0505,1.732142857,6,3
760,CF,120,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,13,0.37439286,1.571428571,6,4
761,CF,121,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,15,0.12296429,1.285714286,7,1
762,CF,122,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,13,0.08392857,1.196428571,7,2
763,CF,123,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,16,0.02532143,1.071428571,7,3
764,CF,124,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,July,73,0.49625,1.517857143,7,4
765,CF,125,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,11,0.56064286,2.267857143,8,1
766,CF,126,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,July,5,0.09664286,1.267857143,8,2
767,CF,127,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,33,0.81364286,1.678571429,8,3
768,CF,128,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,9,0.29735714,1.839285714,8,4
769,CF,129,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,July,7,0.07071429,1.321428571,9,1
770,CF,130,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,3,0.05092857,1.089285714,9,2
771,CF,131,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,July,28,0.87635714,1.660714286,9,3
772,CF,132,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,25,0.72282143,2.196428571,9,4
773,CF,133,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,July,35,0.57317857,1.696428571,9,4
774,CF,134,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,12,0.03260714,0.982142857,9,4
775,CF,135,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,14,0.04371429,1.017857143,9,4
776,CF,136,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,28,0.65396429,1.928571429,9,4
777,CF,137,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,24,0.89867857,1.875,10,1
778,CF,138,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,8,0.03167857,1.196428571,10,2
779,CF,139,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,12,0.04078571,0.803571429,10,3
780,CF,140,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,July,6,0.09092857,1.303571429,10,3
781,CF,141,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,22,0.53178571,1.785714286,10,3
782,CF,142,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,37,0.74639286,1.928571429,10,3
783,CF,143,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,17,0.05278571,1.035714286,10,3
784,CF,144,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,17,0.50225,1.267857143,10,3
785,CF,145,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,8,0.03214286,1.339285714,11,1
786,CF,146,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,26,0.57557143,1.660714286,11,2
787,CF,147,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,July,7,0.01328571,0.946428571,11,2
788,CF,148,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,9,0.03678571,1.053571429,11,2
789,CF,149,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,21,0.08932143,1.303571429,11,2
790,CF,150,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,July,11,0.14164286,1.232142857,11,2
791,CF,151,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,July,10,0.09935714,1.214285714,11,2
792,CF,152,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,28,0.65232143,2.392857143,11,2
793,CF,153,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,9,0.03028571,1.303571429,12,1
794,CF,154,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,July,25,0.58603571,1.982142857,12,1
795,CF,155,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,July,20,0.70753571,2.232142857,12,1
796,CF,156,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,29,0.8075,2.196428571,12,1
797,CF,157,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,July,13,0.45839286,2.732142857,12,1
798,CF,158,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,July,12,0.05160714,1.482142857,12,1
799,CF,159,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,July,8,0.04917857,1.232142857,12,1
800,CF,160,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,July,24,0.6635,2.125,12,1
801,CF,161,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,26,0.69560714,2.660714286,1,1
802,CF,162,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,9,0.2555,2.089285714,1,1
803,CF,163,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,20,0.58757143,1.982142857,1,1
804,CF,164,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,14,0.12042857,1.553571429,1,1
805,CF,165,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,9,0.074,1.375,1,1
806,CF,166,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,7,0.14264286,1.535714286,1,1
807,CF,167,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,12,0.06817857,1.232142857,1,1
808,CF,168,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,10,0.11078571,1.696428571,1,1
809,CF,169,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,10,0.17089286,1.839285714,2,1
810,CF,170,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,8,0.12910714,1.535714286,2,2
811,CF,171,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,8,0.12707143,1.642857143,2,2
812,CF,172,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,13,0.04807143,1.25,2,2
813,CF,173,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,12,0.12310714,1.464285714,2,2
814,CF,174,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,111,1.22346429,1.553571429,2,2
815,CF,175,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,21,0.87025,2.017857143,2,2
816,CF,176,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,14,0.05396429,0.982142857,2,2
817,CF,177,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,11,0.10821429,1.678571429,3,1
818,CF,178,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,12,0.03328571,1.089285714,3,2
819,CF,179,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,13,0.05592857,1.232142857,3,3
820,CF,180,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,12,0.13853571,1.196428571,3,3
821,CF,181,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,36,0.07239286,0.910714286,3,3
822,CF,182,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,29,0.06739286,0.839285714,3,3
823,CF,183,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,51,1.47603571,1.642857143,3,3
824,CF,184,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,15,0.06232143,1.196428571,3,3
825,CF,185,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,18,0.19171429,1.696428571,4,1
826,CF,186,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,15,0.08967857,1.196428571,4,2
827,CF,187,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,23,0.07203571,1.071428571,4,3
828,CF,188,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,22,0.68757143,1.732142857,4,4
829,CF,189,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,16,0.061,1.017857143,4,4
830,CF,190,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,12,0.03796429,1.125,4,4
831,CF,191,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,60,0.95010714,1.375,4,4
832,CF,192,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,23,0.86032143,2.196428571,4,4
833,CF,193,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,34,0.84335714,2.267857143,5,1
834,CF,194,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,17,0.79675,2.553571429,5,2
835,CF,195,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,27,0.70417857,2.160714286,5,3
836,CF,196,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,18,0.36964286,1.910714286,5,4
837,CF,197,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,16,0.11771429,1.517857143,6,1
838,CF,198,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,8,0.07621429,1.410714286,6,2
839,CF,199,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,33,1.03067857,2.375,6,3
840,CF,200,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,12,0.48842857,2.267857143,6,4
841,CF,201,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,10,0.06467857,1.660714286,7,1
842,CF,202,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,24,0.70125,2.142857143,7,2
843,CF,203,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,7,0.05460714,1.375,7,3
844,CF,204,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,17,0.49671429,1.964285714,7,4
845,CF,205,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,16,0.66132143,2.410714286,8,1
846,CF,206,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,26,1.02496429,2.053571429,8,2
847,CF,207,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,12,0.02957143,0.767857143,8,3
848,CF,208,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,39,0.944,1.75,8,4
849,CF,209,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,14,0.78207143,1.910714286,9,1
850,CF,210,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,9,0.03317857,0.910714286,9,2
851,CF,211,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,6,0.02171429,0.875,9,3
852,CF,212,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,13,0.03789286,1.482142857,9,4
853,CF,213,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,19,0.19996429,1.410714286,9,4
854,CF,214,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,21,0.80917857,2.053571429,9,4
855,CF,215,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,22,0.71507143,2.017857143,9,4
856,CF,216,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,14,0.05289286,1.035714286,9,4
857,CF,217,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,6,0.05496429,1.767857143,10,1
858,CF,218,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,13,0.1295,1.517857143,10,2
859,CF,219,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,12,0.63135714,2.232142857,10,3
860,CF,220,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,37,1.03225,2.303571429,10,3
861,CF,221,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,19,0.90082143,2.732142857,10,3
862,CF,222,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,12,0.56060714,2.107142857,10,3
863,CF,223,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,20,1.04564286,2.214285714,10,3
864,CF,224,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,July,41,0.11635714,1.303571429,10,3
865,CF,225,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,26,0.96653571,2.696428571,11,1
866,CF,226,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,12,0.28489286,2.767857143,11,2
867,CF,227,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,July,13,0.06567857,1.357142857,11,2
868,CF,228,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,8,0.05403571,1.303571429,11,2
869,CF,229,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,8,0.03160714,1.392857143,11,2
870,CF,230,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,17,0.93303571,2.553571429,11,2
871,CF,231,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,7,0.10017857,1.482142857,11,2
872,CF,232,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,July,8,0.15075,1.732142857,11,2
873,CF,233,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,July,23,0.9015,2.732142857,12,1
874,CF,234,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,74,0.9455,2.732142857,12,1
875,CF,235,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,38,0.9855,2.785714286,12,1
876,CF,236,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,July,141,1.20171429,2,12,1
877,CF,237,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,July,45,0.69953571,2.232142857,12,1
878,CF,238,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,9,0.37578571,1.410714286,12,1
879,CF,239,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,July,9,0.107,1.607142857,12,1
880,CF,240,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,July,11,0.806,2.125,12,1
881,CF,241,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,61,0.47875,1.875,1,1
882,CF,242,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,3,0.02503571,1.196428571,1,1
883,CF,243,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,23,0.66564286,2.125,1,1
884,CF,244,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,13,0.42485714,2.178571429,1,1
885,CF,245,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,11,0.47117857,1.946428571,1,1
886,CF,246,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,7,0.01882143,0.75,1,1
887,CF,247,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,14,0.55803571,2.303571429,1,1
888,CF,248,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,27,0.68207143,1.892857143,1,1
889,CF,249,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,16,0.68128571,2.589285714,2,1
890,CF,250,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,15,0.58689286,2.071428571,2,2
891,CF,251,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,30,0.61485714,1.803571429,2,2
892,CF,252,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,3,0.02828571,1.160714286,2,2
893,CF,253,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,7,0.00407143,1.071428571,2,2
894,CF,254,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,24,0.67046429,1.875,2,2
895,CF,255,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,8,0.05971429,0.857142857,2,2
896,CF,256,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,17,0.58610714,1.553571429,2,2
897,CF,257,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,8,0.02603571,1.053571429,3,1
898,CF,258,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,6,0.03710714,1.017857143,3,2
899,CF,259,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,13,0.04035714,0.785714286,3,3
900,CF,260,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,45,0.77603571,1.946428571,3,3
901,CF,261,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,29,0.60046429,1.982142857,3,3
902,CF,262,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,9,0.03760714,0.875,3,3
903,CF,263,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,10,0.043,0.767857143,3,3
904,CF,264,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,6,0.03871429,1.089285714,3,3
905,CF,265,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,8,0.025,1.125,4,1
906,CF,266,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,17,0.06182143,0.910714286,4,2
907,CF,267,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,16,0.39814286,1.660714286,4,3
908,CF,268,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,17,0.39903571,2.017857143,4,4
909,CF,269,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,9,0.04660714,0.982142857,4,4
910,CF,270,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,18,0.54425,1.375,4,4
911,CF,271,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,10,0.02914286,0.767857143,4,4
912,CF,272,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,12,0.45325,1.821428571,4,4
913,CF,273,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,10,0.05335714,1.196428571,5,1
914,CF,274,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,11,0.07035714,1.125,5,2
915,CF,275,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,35,0.79560714,1.553571429,5,3
916,CF,276,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,12,0.42210714,1.910714286,5,4
917,CF,277,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,14,0.50539286,2.107142857,6,1
918,CF,278,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,6,0.04039286,1.053571429,6,2
919,CF,279,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,7,0.03339286,1.125,6,3
920,CF,280,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,16,0.47992857,1.571428571,6,4
921,CF,281,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,5,0.04071429,1.232142857,7,1
922,CF,282,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,12,0.04910714,1,7,2
923,CF,283,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,34,0.57939286,1.392857143,7,3
924,CF,284,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,9,0.055,0.964285714,7,4
925,CF,285,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,21,0.07414286,2.017857143,8,1
926,CF,286,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,14,0.06125,0.767857143,8,2
927,CF,287,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,18,0.59192857,1.928571429,8,3
928,CF,288,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,10,0.04335714,0.803571429,8,4
929,CF,289,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,4,0.01839286,0.910714286,9,1
930,CF,290,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,5,0.05167857,1.071428571,9,2
931,CF,291,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,July,7,0.04646429,1.035714286,9,3
932,CF,292,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,6,0.03157143,0.803571429,9,4
933,CF,293,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,15,0.40271429,1.946428571,9,4
934,CF,294,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,9,0.03975,0.964285714,9,4
935,CF,295,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,28,0.51660714,1.267857143,9,4
936,CF,296,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,36,0.79889286,1.964285714,9,4
937,CF,297,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,8,0.04671429,1.267857143,10,1
938,CF,298,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,39,0.90925,1.375,10,2
939,CF,299,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,5,0.02639286,0.982142857,10,3
940,CF,300,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,48,0.73428571,1.428571429,10,3
941,CF,301,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,48,0.80960714,2.017857143,10,3
942,CF,302,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,31,0.81575,1.75,10,3
943,CF,303,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,19,0.06132143,1.125,10,3
944,CF,304,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,16,0.03285714,1.178571429,10,3
945,CF,305,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,7,0.03914286,0.982142857,11,1
946,CF,306,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,8,0.0325,1.160714286,11,2
947,CF,307,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,13,0.70875,2.107142857,11,2
948,CF,308,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,21,0.80853571,1.910714286,11,2
949,CF,309,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,July,4,0.02046429,1.267857143,11,2
950,CF,310,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,22,0.61914286,2.178571429,11,2
951,CF,311,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,July,16,0.44414286,2,11,2
952,CF,312,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,25,1.02007143,2.232142857,11,2
953,CF,313,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,13,0.65214286,1.946428571,12,1
954,CF,314,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,13,0.05657143,1.196428571,12,1
955,CF,315,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,July,4,0.12757143,1.160714286,12,1
956,CF,316,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,8,0.04364286,1.357142857,12,1
957,CF,317,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,July,14,0.102,1.232142857,12,1
958,CF,318,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,July,7,0.04332143,0.875,12,1
959,CF,319,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,July,21,0.25796429,2.267857143,12,1
960,CF,320,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,July,24,0.92771429,2.446428571,12,1
961,CF,1,Chamber 1,Treatment,Not Waterlog,Carraig,Tetraploid,August,90,0.27522222,1.380952381,1,1
962,CF,2,Chamber 1,Treatment,Not Waterlog,Abergain,Tetraploid,August,129,0.54333333,1.976190476,1,1
963,CF,3,Chamber 1,Treatment,Not Waterlog,Dunluce,Tetraploid,August,133,0.62911111,2.119047619,1,1
964,CF,4,Chamber 1,Treatment,Not Waterlog,Abergain,Tetraploid,August,148,0.51792593,1.547619048,1,1
965,CF,5,Chamber 1,Treatment,Waterlog,Abergain,Tetraploid,August,16,0.04051852,1.642857143,1,1
966,CF,6,Chamber 1,Treatment,Waterlog,Aberchoice,Diploid,August,33,0.07188889,1.238095238,1,1
967,CF,7,Chamber 1,Treatment,Waterlog,Abergain,Tetraploid,August,39,0.117,1.761904762,1,1
